Name,Timestamp,Content,Comments,Retweets,Likes,Tags,Mentions,Tweet ID,Handle,Sentiment,Contains False Info,Verify,Engagement
Asia News Network,2024-06-06 07:03:02+00:00,The Surma river flowed as much as 69 cm above the danger level. #NaturalDisaster #Bangladesh #TheDailyStarhttps://asianews.network/flash-flood-in-eastern-bangladesh-city-situation-improves-but-235000-still-stranded/…,0,0,0,"['#NaturalDisaster', '#Bangladesh', '#TheDailyStar']",[],tweet_id:1798611538699538607,@asianewsnetwork,0.0,False,False,0
Mortgage Professional Australia Magazine,2024-06-06 04:59:59+00:00,"Millions of Australian homes are at risk of natural disasters, with most homeowners unaware of the danger, according to real estate giant .https://hubs.la/Q02zMJ-B0#NaturalDisaster #RiskAssessment #AustralianHomes #DisasterPreparedness",0,0,0,"['#NaturalDisaster', '#RiskAssessment', '#AustralianHomes', '#DisasterPreparedness']",['@Domaincomau'],tweet_id:1798580573738279019,@MPAMagazineAU,0.13333333333333333,False,False,0
Rich Klein,2024-06-06 01:54:43+00:00,"#Tornadoes touch down across US, killing toddler in #Michigan and injuring 5 in #Maryland (from ) #firstresponders #emergencymanagement #naturaldisaster",0,0,0,"['#Tornadoes', '#Michigan', '#Maryland', '#firstresponders', '#emergencymanagement', '#naturaldisaster']",['@AP'],tweet_id:1798533951700513084,@RichKleinCrisis,-0.15555555555555559,False,False,0
World View,2024-06-05 23:00:00+00:00,"Strong tornado strikes in the Tongaat of KwaZulu-Natal Province, South Afric#Tornado #hail #storms #Flood #Flooding #Flashflood #Rain #Weather #Viral #Climate #naturaldisaster #severeweather #worldview",5,0,1,"['#Tornado', '#hail', '#storms', '#Flood', '#Flooding', '#Flashflood', '#Rain', '#Weather', '#Viral', '#Climate', '#naturaldisaster', '#severeweather', '#worldview']",[],tweet_id:1798489982283415691,@WorldView188,0.4333333333333333,False,False,6
Access Agric,2024-06-05 17:36:25+00:00,"Gov’t urged to expediate formulation of coastal management policy to mitigate climate change, natural disasters 

 https://accessagric.com/govt-urged-to-expediate-formulation-of-coastal-management-policy-to-mitigate-climate-change-natural-disasters/…#mitigate #management #climate #climatechang #natural #disaster #naturaldisaster",0,1,1,"['#mitigate', '#management', '#climate', '#climatechang', '#natural', '#disaster', '#naturaldisaster']",[],tweet_id:1798408547270603221,@access_agric,0.1,False,False,2
Big Ideas for Small Business®,2024-06-05 16:32:30+00:00,How to Prepare Your Home for a Natural Disaster https://bit.ly/3WU4WdM #beprepared #disasters #naturaldisaster #preparedness,0,0,1,"['#beprepared', '#disasters', '#naturaldisaster', '#preparedness']",[],tweet_id:1798392462022516752,@BigIdeas4SB,0.1,False,False,1
World View,2024-06-05 09:46:50+00:00,"Severe floods due to heavy downpour in Bielsko-Biala, Poland#Tornado #hail #storms #Flood #Flooding #Flashflood #Rain #Weather #Viral #Climate #naturaldisaster #severeweather #worldview",0,1,2,"['#Tornado', '#hail', '#storms', '#Flood', '#Flooding', '#Flashflood', '#Rain', '#Weather', '#Viral', '#Climate', '#naturaldisaster', '#severeweather', '#worldview']",[],tweet_id:1798290372705350133,@WorldView188,-0.1625,False,False,3
Sambit Patnaik,2024-06-05 09:36:07+00:00,"End of a 24 glorious years of service to the state by Shri #NaveenPatnaik has helped #Odisha first in #Sports #Infrastructure, or in combating #naturaldisaster. A true son of soil and statesman.",1,0,3,"['#NaveenPatnaik', '#Odisha', '#Sports', '#Infrastructure', '#naturaldisaster']",[],tweet_id:1798287675985920131,@SambitPatnaik13,0.3,False,False,4
The Tools For Survival,2024-06-05 04:00:01+00:00,"The season of hurricanes has arrived! Is your family secure? Here's a survival kit with the essentials for a family of one, six! http://Thetoolsforsurvival.comhttps://wholesalesurvivalkits.com/product-category/survival-kits/basic-survival-kits…  #hurricaneprep  #firstaid  #naturaldisaster #survival #safetyfirst #severeweather",0,0,0,"['#hurricaneprep', '#firstaid', '#naturaldisaster', '#survival', '#safetyfirst', '#severeweather']",[],tweet_id:1798203095123365913,@Tools4Surviving,0.5,False,False,0
MangangYekSalai,2024-06-05 03:47:19+00:00,"RESPECTED MINISTER OF WATER RESOURCES, RELIEF & DISASTER MANAGEMENT, GOVT. OF MANIPUR MUST TAKE NECESSARY STEP FOR THE AFFECTED AREAS IN MANIPUR DUE TO CYCLONE REMAL...    #manipurfloods #cycloneremal #naturaldisaster",0,1,5,"['#manipurfloods', '#cycloneremal', '#naturaldisaster']","['@NBirenSingh', '@manipur_cmo', '@AwangbowNewmai']",tweet_id:1798199900712423645,@Mangangcha90,-0.0625,False,False,6
Leafsplash,2024-06-05 01:32:29+00:00,"51 bodies believed to be still buried after landslide in Mulitaka, Engahttps://shorturl.at/fHtAH#NaturalDisaster#Landslide#Enga#Mulitakahttp://Leafsplash.com",0,0,0,"['#NaturalDisaster', '#Landslide', '#Enga', '#Mulitaka']",[],tweet_id:1798165966456779068,@leafsplash_jyvx,0.0,False,False,0
Black Belt Broker Team,2024-06-04 21:34:00+00:00,States with the least natural disasters. Do you feel safe?  These states should make you feel safe from Mother Nature Or do you prefer the risk #movingtocoloradosprings #coloradospringsrealestate #buyingahome #realestatetips #sellingmyhome #coloradospringshomes #naturaldisaster,0,0,0,"['#movingtocoloradosprings', '#coloradospringsrealestate', '#buyingahome', '#realestatetips', '#sellingmyhome', '#coloradospringshomes', '#naturaldisaster']",[],tweet_id:1798105949775041009,@jeremywyniarmx,0.2,False,False,0
Healio Psychiatry,2024-06-04 19:01:38+00:00,"A key role for #psychiatrists is assessing the #mentalhealth needs of a community affected by #naturaldisaster, Elspeth Cameron Ritchie, MD, MPH of , told Healio at  annual meeting. https://tinyurl.com/32d3d58w.",0,1,0,"['#psychiatrists', '#mentalhealth', '#naturaldisaster']","['@MedStarWHC', '@APApsychiatric']",tweet_id:1798067604969693373,@HealioPsych,0.0,False,False,1
John Silvani,2024-06-04 18:15:59+00:00,11 accounting software trends transforming the way you work  https://bit.ly/3X9YgZs#TechTuesday #HelloGravity #CloudAccounting #Software #Better #Smarter #Decisions #NaturalDisaster #Recovery #RemoteWork #PowerPlatform #Business #Financial #Strategy,0,0,0,"['#TechTuesday', '#HelloGravity', '#CloudAccounting', '#Software', '#Better', '#Smarter', '#Decisions', '#NaturalDisaster', '#Recovery', '#RemoteWork', '#PowerPlatform', '#Business', '#Financial', '#Strategy']",[],tweet_id:1798056119308632354,@jsilvani,0.25,False,False,0
Leafsplash,2024-06-05 01:32:29+00:00,"51 bodies believed to be still buried after landslide in Mulitaka, Engahttps://shorturl.at/fHtAH#NaturalDisaster#Landslide#Enga#Mulitakahttp://Leafsplash.com",0,0,0,"['#NaturalDisaster', '#Landslide', '#Enga', '#Mulitaka']",[],tweet_id:1798165966456779068,@leafsplash_jyvx,0.0,False,False,0
World View,2024-06-05 09:46:50+00:00,"Severe floods due to heavy downpour in Bielsko-Biala, Poland#Tornado #hail #storms #Flood #Flooding #Flashflood #Rain #Weather #Viral #Climate #naturaldisaster #severeweather #worldview",0,1,2,"['#Tornado', '#hail', '#storms', '#Flood', '#Flooding', '#Flashflood', '#Rain', '#Weather', '#Viral', '#Climate', '#naturaldisaster', '#severeweather', '#worldview']",[],tweet_id:1798290372705350133,@WorldView188,-0.1625,False,False,3
Sambit Patnaik,2024-06-05 09:36:07+00:00,"End of a 24 glorious years of service to the state by Shri #NaveenPatnaik has helped #Odisha first in #Sports #Infrastructure, or in combating #naturaldisaster. A true son of soil and statesman.",1,0,3,"['#NaveenPatnaik', '#Odisha', '#Sports', '#Infrastructure', '#naturaldisaster']",[],tweet_id:1798287675985920131,@SambitPatnaik13,0.3,False,False,4
The Tools For Survival,2024-06-05 04:00:01+00:00,"The season of hurricanes has arrived! Is your family secure? Here's a survival kit with the essentials for a family of one, six! http://Thetoolsforsurvival.comhttps://wholesalesurvivalkits.com/product-category/survival-kits/basic-survival-kits…  #hurricaneprep  #firstaid  #naturaldisaster #survival #safetyfirst #severeweather",0,0,0,"['#hurricaneprep', '#firstaid', '#naturaldisaster', '#survival', '#safetyfirst', '#severeweather']",[],tweet_id:1798203095123365913,@Tools4Surviving,0.5,False,False,0
MangangYekSalai,2024-06-05 03:47:19+00:00,"RESPECTED MINISTER OF WATER RESOURCES, RELIEF & DISASTER MANAGEMENT, GOVT. OF MANIPUR MUST TAKE NECESSARY STEP FOR THE AFFECTED AREAS IN MANIPUR DUE TO CYCLONE REMAL...    #manipurfloods #cycloneremal #naturaldisaster",0,1,5,"['#manipurfloods', '#cycloneremal', '#naturaldisaster']","['@NBirenSingh', '@manipur_cmo', '@AwangbowNewmai']",tweet_id:1798199900712423645,@Mangangcha90,-0.0625,False,False,6
Black Belt Broker Team,2024-06-04 21:34:00+00:00,States with the least natural disasters. Do you feel safe?  These states should make you feel safe from Mother Nature Or do you prefer the risk #movingtocoloradosprings #coloradospringsrealestate #buyingahome #realestatetips #sellingmyhome #coloradospringshomes #naturaldisaster,0,0,0,"['#movingtocoloradosprings', '#coloradospringsrealestate', '#buyingahome', '#realestatetips', '#sellingmyhome', '#coloradospringshomes', '#naturaldisaster']",[],tweet_id:1798105949775041009,@jeremywyniarmx,0.2,False,False,0
Healio Psychiatry,2024-06-04 19:01:38+00:00,"A key role for #psychiatrists is assessing the #mentalhealth needs of a community affected by #naturaldisaster, Elspeth Cameron Ritchie, MD, MPH of , told Healio at  annual meeting. https://tinyurl.com/32d3d58w.",0,1,0,"['#psychiatrists', '#mentalhealth', '#naturaldisaster']","['@MedStarWHC', '@APApsychiatric']",tweet_id:1798067604969693373,@HealioPsych,0.0,False,False,1
John Silvani,2024-06-04 18:15:59+00:00,11 accounting software trends transforming the way you work  https://bit.ly/3X9YgZs#TechTuesday #HelloGravity #CloudAccounting #Software #Better #Smarter #Decisions #NaturalDisaster #Recovery #RemoteWork #PowerPlatform #Business #Financial #Strategy,0,0,0,"['#TechTuesday', '#HelloGravity', '#CloudAccounting', '#Software', '#Better', '#Smarter', '#Decisions', '#NaturalDisaster', '#Recovery', '#RemoteWork', '#PowerPlatform', '#Business', '#Financial', '#Strategy']",[],tweet_id:1798056119308632354,@jsilvani,0.25,False,False,0
Crystal Gauthier/Jennifer Reeves,2024-06-04 16:57:06+00:00,"Bimini Bound: Happenstance Romance Book 1 https://a.co/d/ci3mLYDAuthor R Jade Lazlow #sweetromance, #wholesome #romanticcomedy  #novella, #travel #cleanromance, #television #career, #strong #laterliferomance, #naturaldisaster, #rescue, #hurricane #survive #secondchanceromance",0,0,2,"['#sweetromance', '#wholesome', '#romanticcomedy', '#novella', '#travel', '#cleanromance', '#television', '#career', '#strong', '#laterliferomance', '#naturaldisaster', '#rescue', '#hurricane', '#survive', '#secondchanceromance']",[],tweet_id:1798036267856453754,@Crystal24211789,0.4333333333333333,False,False,2
Viory Video,2024-06-04 14:30:00+00:00,Twelve killed as Sri Lanka faces deadly floods and landslides due to excessive Monsoon rains.#VioryVideo #SriLankaFloods #MonsoonRains #SriLankaDisaster #NaturalDisaster,0,0,0,"['#VioryVideo', '#SriLankaFloods', '#MonsoonRains', '#SriLankaDisaster', '#NaturalDisaster']",[],tweet_id:1797999246538351003,@vioryvideo,-0.19375,False,False,0
Locate Global,2024-06-04 07:51:19+00:00,"Locate Global helps keep your people safe. Our regular situational updates report on emergencies that may affect our clients.

This week we are covering the recent flooding across Southern Germany.#environment #disaster #naturaldisaster #flooding #germany",0,0,0,"['#environment', '#disaster', '#naturaldisaster', '#flooding', '#germany']",[],tweet_id:1797898916106785199,@Locate_Global,0.1,False,False,0
audiobooksfree,2024-06-04 01:55:12+00:00,"2/ The story brings to life the 1980 eruption of Mount St. Helens and its aftermath, blending science, tech, and human nature – a true Crichton hallmark!  #ScienceFiction #TechThriller #NaturalDisaster",1,0,0,"['#ScienceFiction', '#TechThriller', '#NaturalDisaster']",[],tweet_id:1797809295549186435,@audiobooksfree1,0.21875,False,False,1
Becky Foster,2024-06-04 01:46:37+00:00,Love hearing  support ! #NaturalDisaster,0,0,3,['#NaturalDisaster'],"['@Lightning100', '@TheFoxiesMusic']",tweet_id:1797807135935672366,@SassyBehr,0.625,False,False,3
HorizonTrack,2024-06-04 00:40:53+00:00,"Heavy rain caused this scene on the road in #Stuttgart, #Germany; within seconds, the two lanes and surrounding areas were completely flooded (2 June 2024).

Video credit:  / X#floods #germanyfloods #severeweather #weather #naturaldisaster",0,1,0,"['#Stuttgart', '#Germany', '#floods', '#germanyfloods', '#severeweather', '#weather', '#naturaldisaster']",['@Daniboyd342'],tweet_id:1797790594309521660,@HorizonTrack_,-0.11666666666666665,False,False,1
HorizonTrack,2024-06-04 00:34:31+00:00,"A massive tornado struck the town of oThongathi in #KwaZuNatal, #SouthAfrica yesterday, leaving many people devastated and causing extensive damage (3 June 2024). 

Video Credit:  via X (Twitter) #weather #severewx #severeweather #tornado #naturaldisaster",0,1,0,"['#KwaZuNatal', '#SouthAfrica', '#weather', '#severewx', '#severeweather', '#tornado', '#naturaldisaster']",['@Zulu72944051488'],tweet_id:1797788991866953867,@HorizonTrack_,0.16666666666666666,False,False,1
John Silvani,2024-06-03 18:14:00+00:00,Are you tired of wasting your hard-earned money on a big ERP system that just doesn't get your unique business needs? https://bit.ly/44rmTlF#GravitySoftware #Cloud #accounting #Software #Better #Smarter #Decisions #Data #Protection #NaturalDisaster #PowerPlatform #Financials,0,0,0,"['#GravitySoftware', '#Cloud', '#accounting', '#Software', '#Better', '#Smarter', '#Decisions', '#Data', '#Protection', '#NaturalDisaster', '#PowerPlatform', '#Financials']",[],tweet_id:1797693229619351928,@jsilvani,0.11875,False,False,0
World View,2024-06-03 17:02:45+00:00,"Strong tornado strikes in the Tongaat of KwaZulu-Natal Province, South Africa#Tornado #hail #storms #Flood #Flooding #Flashflood #Rain #Weather #Viral #Climate #naturaldisaster #severeweather #worldview",0,2,3,"['#Tornado', '#hail', '#storms', '#Flood', '#Flooding', '#Flashflood', '#Rain', '#Weather', '#Viral', '#Climate', '#naturaldisaster', '#severeweather', '#worldview']",[],tweet_id:1797675299481776349,@WorldView188,0.4333333333333333,False,False,5
Big Ideas for Small Business®,2024-06-03 15:26:07+00:00,Disaster preparedness is worth reviewing because so many small business owners simply don’t prepare - read more in Preparing for Disaster: Do It Now -  https://bit.ly/450YGmL #disasterpreparedness #naturaldisaster #smallbusiness #beprepared,0,0,0,"['#disasterpreparedness', '#naturaldisaster', '#smallbusiness', '#beprepared']",[],tweet_id:1797650980974022999,@BigIdeas4SB,0.21000000000000002,False,False,0
Education Post News,2024-06-03 11:26:33+00:00,"Over 5 lakh people affected in Assam flood, death toll at 18

Click here to read more  https://educationpost.in/news/environment/over-5-lakh-people-affected-in-assam-flood-death-toll-at-18…#AssamFloods #NaturalDisaster #FloodRelief #AssamCrisis #LatestNews #EPNews",0,0,0,"['#AssamFloods', '#NaturalDisaster', '#FloodRelief', '#AssamCrisis', '#LatestNews', '#EPNews']",[],tweet_id:1797590693470257348,@Education_EP,0.5,False,False,0
News18,2024-06-03 10:08:05+00:00,Deadly Flooding In Germany Traps People In Their Homes#Floods #Germany #NaturalDisaster,0,3,5,"['#Floods', '#Germany', '#NaturalDisaster']",[],tweet_id:1797570947588800545,@CNNnews18,-0.2,False,False,8
The Source Insight,2024-06-03 07:08:03+00:00,"4 killed, 13 injured, over one lakh affected by Manipur floods due to Cyclone Remal's heavy rainfall

How can Manipur recover from this devastating flood?#ManipurFloods #CycloneRemal #NaturalDisaster #FloodRelief #NDRF #RescueOperations #ImphalFloods #AssamRifles #HeavyRainfall",0,1,1,"['#ManipurFloods', '#CycloneRemal', '#NaturalDisaster', '#FloodRelief', '#NDRF', '#RescueOperations', '#ImphalFloods', '#AssamRifles', '#HeavyRainfall']",[],tweet_id:1797525637810589741,@DSourceInsight,-0.38125,False,False,2
AI GURU,2024-06-03 05:55:33+00:00,"Rt  
Hurricane hotspots: Predicting the areas that are most at risk http://wef.ch/3pM7Vm4 #HurricaneSeason #NaturalDisaster",0,0,0,"['#HurricaneSeason', '#NaturalDisaster']",['@wef'],tweet_id:1797507392542015609,@TheHighway2AI,0.5,False,False,0
Daily News - Trending | Breaking | Technology,2024-06-03 05:24:15+00:00,Series of Earthquakes Shake California and Japanhttps://youtu.be/hj2qSv6NZdw#earthquake #californiaquake #japanquake #naturaldisaster #earthquakesafety #emergencyresponse #disasterpreparedness #earthquakerelief #quakealert #seismicactivity #hotnews #news #breaking,0,1,0,"['#earthquake', '#californiaquake', '#japanquake', '#naturaldisaster', '#earthquakesafety', '#emergencyresponse', '#disasterpreparedness', '#earthquakerelief', '#quakealert', '#seismicactivity', '#hotnews', '#news', '#breaking']",[],tweet_id:1797499516079538619,@mirror7news,0.0,False,False,1
News.lk,2024-06-03 03:48:39+00:00,"President  instructed relevant officials to collaborate with the tri-forces and police to reconstruct all houses completely destroyed due to adverse weather, utilizing government funds, within the next two months.#lka #government #naturaldisaster",0,0,0,"['#lka', '#government', '#naturaldisaster']",['@RW_UNP'],tweet_id:1797475457547571441,@newsdotlk,0.09375,False,False,0
Al-Mukhbir,2024-06-03 02:03:34+00:00,"Breaking News: A magnitude-5.9 earthquake shook Japan's Noto region on Monday, causing significant concern among residents.#Japan #Earthquake #BreakingNews #NotoRegion #StaySafe #Naturaldisaster #LockHerUp #NewsUpdates",0,0,0,"['#Japan', '#Earthquake', '#BreakingNews', '#NotoRegion', '#StaySafe', '#Naturaldisaster', '#LockHerUp', '#NewsUpdates']",[],tweet_id:1797449012108570910,@al_mukhbir,0.375,False,False,0
Big Ideas for Small Business®,2024-06-02 15:26:08+00:00,Disaster preparedness is worth reviewing because so many small business owners simply don’t prepare - read more in Preparing for Disaster: Do It Now -  https://bit.ly/450YGmL #disasterpreparedness #naturaldisaster #smallbusiness #beprepared,0,0,1,"['#disasterpreparedness', '#naturaldisaster', '#smallbusiness', '#beprepared']",[],tweet_id:1797288600272318846,@BigIdeas4SB,0.21000000000000002,False,False,1
Impacting.art,2024-06-02 13:59:37+00:00,"May 28, 2024 - Deadly landslide threatens thousands more as hopes for survivors fade

From: https://bbc.com/news/articles/c9774p8y6zjo…#PapuaNewGuinea #Landslide #NaturalDisaster #Evacuation #SurvivorHopes #nft #nftart #nftcommunity #nftartist #cryptoart  #midjourney #nft艺术 #AI绘画",1,0,1,"['#PapuaNewGuinea', '#Landslide', '#NaturalDisaster', '#Evacuation', '#SurvivorHopes', '#nft', '#nftart', '#nftcommunity', '#nftartist', '#cryptoart', '#midjourney', '#nft艺术', '#AI绘画']",[],tweet_id:1797266826457391410,@ImpactingArt,0.15,False,False,2
Al-Mukhbir,2024-06-02 10:29:09+00:00,Breaking: A volunteer firefighter lost their life during a rescue operation amidst heavy rain and flooding in Southern Germany.#Flooding #Germany #WeatherNews #NAturalDisaster #Flood #Earthquake #NewsUpdates #StaySafe #BreakingNews #China #Putin #Putin #Dubai,0,1,0,"['#Flooding', '#Germany', '#WeatherNews', '#NAturalDisaster', '#Flood', '#Earthquake', '#NewsUpdates', '#StaySafe', '#BreakingNews', '#China', '#Putin', '#Putin', '#Dubai']",[],tweet_id:1797213858173452627,@al_mukhbir,-0.1,False,False,1
Al-Mukhbir,2024-06-02 07:16:41+00:00,A total of 171 people have tragically lost their lives in South Brazil's worst climate disaster on record in Rio Grande do Sul state.#Brazil #ClimateDisaster #RioGrandeDoSul #BreakingNews #Tragedy #ElSalvador #Dubai #Naturaldisaster #weathersats #weatheroutlook #WeatherUpdates,0,0,0,"['#Brazil', '#ClimateDisaster', '#RioGrandeDoSul', '#BreakingNews', '#Tragedy', '#ElSalvador', '#Dubai', '#Naturaldisaster', '#weathersats', '#weatheroutlook', '#WeatherUpdates']",[],tweet_id:1797165424800338275,@al_mukhbir,-0.5,False,False,0
WAM | Witness as Ministry,2024-06-02 00:00:02+00:00,"#WAMcares about bringing #humanitarianaid to those suffering under the impact of #war, #poverty, #naturaldisaster, and #injustice. 

Consider how your small donation can help us reach those in need.

Donate today: https://waminc-bloom.kindful.com/embeds/198ab5d6-60a6-47b0-80f0-2bf435e13a99…",0,2,0,"['#WAMcares', '#humanitarianaid', '#war', '#poverty', '#naturaldisaster', '#injustice']",[],tweet_id:1797055537068085645,@WAMcares,-0.25,False,False,2
Big Ideas for Small Business®,2024-06-01 15:26:10+00:00,Disaster preparedness is worth reviewing because so many small business owners simply don’t prepare - read more in Preparing for Disaster: Do It Now -  https://bit.ly/450YGmL #disasterpreparedness #naturaldisaster #smallbusiness #beprepared,0,0,0,"['#disasterpreparedness', '#naturaldisaster', '#smallbusiness', '#beprepared']",[],tweet_id:1796926217519530172,@BigIdeas4SB,0.21000000000000002,False,False,0
World View,2024-06-01 15:00:01+00:00,"Major floods due to heavy downpour in Barranquilla of #Caribbean, #Colombia#Tornado #hail #storms #Flood #Flooding #Flashflood #Rain #Weather #Viral #Climate #naturaldisaster #severeweather #worldview",0,0,0,"['#Caribbean', '#Colombia', '#Tornado', '#hail', '#storms', '#Flood', '#Flooding', '#Flashflood', '#Rain', '#Weather', '#Viral', '#Climate', '#naturaldisaster', '#severeweather', '#worldview']",[],tweet_id:1796919636522672163,@WorldView188,-0.08750000000000001,False,False,0
The Source Insight,2024-06-01 12:10:12+00:00,"Indonesia's Mt. Semeru erupted again, spewing lava rivers and ash clouds, forcing evacuations nearby.

Can better preparedness minimize volcanic eruption's devastating impacts?#MountSemeru #VolcanoEruption #Indonesia #NaturalDisaster #SemeruEruption #VolcanicActivity #LavaFlow",0,0,0,"['#MountSemeru', '#VolcanoEruption', '#Indonesia', '#NaturalDisaster', '#SemeruEruption', '#VolcanicActivity', '#LavaFlow']",[],tweet_id:1796876900662702441,@DSourceInsight,-0.25,False,False,0
WAM | Witness as Ministry,2024-06-01 12:00:17+00:00,"#WAMcares about bringing #humanitarianaid to those suffering under the impact of #war, #poverty, #naturaldisaster, and #injustice. 

Consider how your small donation can help us reach those in need.

Donate today: https://waminc-bloom.kindful.com/embeds/198ab5d6-60a6-47b0-80f0-2bf435e13a99…",0,2,1,"['#WAMcares', '#humanitarianaid', '#war', '#poverty', '#naturaldisaster', '#injustice']",[],tweet_id:1796874408167911658,@WAMcares,-0.25,False,False,3
UiTV Connect,2024-06-01 10:41:23+00:00,"Typhoon Maliksi has waned after making landfall in China. While the immediate threat has diminished, residents should remain cautious and stay informed about weather updates. Stay safe, everyone.  #TyphoonMaliksi #China #WeatherUpdate #StaySafe #NaturalDisaster",0,0,0,"['#TyphoonMaliksi', '#China', '#WeatherUpdate', '#StaySafe', '#NaturalDisaster']",[],tweet_id:1796854549837463568,@UiTV_Connect,0.5,False,False,0
Adhara Hassan,2024-06-01 10:32:34+00:00,"Massive flooding due to heavy rainfall has hit Monterrey, Mexico  on 29.05.2024. The scale of the flooding is immense.#MonterreyFlooding #Mexico #NaturalDisaster #EmergencyResponse",0,0,0,"['#MonterreyFlooding', '#Mexico', '#NaturalDisaster', '#EmergencyResponse']",[],tweet_id:1796852330220142631,@AdharaHassan,-0.10833333333333334,False,False,0
Indo-Pacific Defense FORUM,2024-06-01 08:55:43+00:00,#PapuaNewGuinea #Landslide #NaturalDisaster #Tragedy #Australia #Aid #HumanitarianAssistance #Relief #Neighbors #Partnership,0,0,0,"['#PapuaNewGuinea', '#Landslide', '#NaturalDisaster', '#Tragedy', '#Australia', '#Aid', '#HumanitarianAssistance', '#Relief', '#Neighbors', '#Partnership']",[],tweet_id:1796827958956720409,@IPDefenseForum,0.0,False,False,0
Daily News Activist,2024-06-01 02:38:42+00:00,"Lakhimpur Kheri: तूफान ने मचाई तबाही, पांच लोगों की मौत, कई घायल...#stormdamage #severeweather #emergency #naturaldisasterपढ़ें पूरी खबरhttps://dnahindi.com",0,0,0,"['#stormdamage', '#severeweather', '#emergency', '#naturaldisaster']",[],tweet_id:1796733080197329282,@lkodna,0.0,False,False,0
Asia News Network,2024-05-31 23:30:42+00:00,#NaturalDisaster #OPINION #Society #Nepal #World #TheKathmanduPost,0,0,0,"['#NaturalDisaster', '#OPINION', '#Society', '#Nepal', '#World', '#TheKathmanduPost']",[],tweet_id:1796685768842224094,@asianewsnetwork,0.0,False,False,0
World View,2024-05-31 23:00:00+00:00,See more videos of terrifying thunderstorms in Beijing#china #Beijing #Tornado #hail #storms #Flood #Flooding #Flashflood #Rain #Weather #Viral #Climate #naturaldisaster #severeweather #worldview,0,0,0,"['#china', '#Beijing', '#Tornado', '#hail', '#storms', '#Flood', '#Flooding', '#Flashflood', '#Rain', '#Weather', '#Viral', '#Climate', '#naturaldisaster', '#severeweather', '#worldview']",[],tweet_id:1796678041344913694,@WorldView188,-0.25,False,False,0
Official Bryce A Moore,2024-05-31 22:18:01+00:00,It's #FunnyFriday and I got help from someone at work!#execution #firingsquad #joke #TGIF #naturaldisaster,0,0,0,"['#FunnyFriday', '#execution', '#firingsquad', '#joke', '#TGIF', '#naturaldisaster']",[],tweet_id:1796667475804737984,@BryceAMooreBAM,0.0,False,False,0
Claudette Holliday,2024-05-31 20:51:17+00:00,"Heart goes out to those affected by Cyclone Remal in Assam, Manipur, Meghalaya, Mizoram, Tripura & West Bengal. Hope for a speedy recovery and grateful for the Central Govt's prompt response #CycloneRemal #NaturalDisaster",0,0,0,"['#CycloneRemal', '#NaturalDisaster']",[],tweet_id:1796645649816957262,@ClaudetteHolli,0.0,False,False,0
silvia,2024-05-31 17:28:49+00:00,"Sending love and support to the people of Assam, Manipur, Meghalaya, Mizoram, Tripura, and West Bengal affected by Cyclone Remal's aftermath. Hoping for a speedy recovery and rehabilitation #CycloneRemal #NaturalDisaster",0,0,0,"['#CycloneRemal', '#NaturalDisaster']",[],tweet_id:1796594697496146046,@silferdela1,0.5,False,False,0
Raizner Slania LLP,2024-05-31 17:10:14+00:00,The  is predicting an 'above normal' Atlantic #HurricaneSeason this year. Find out why: http://atty.es/vcIw50RYU4S #hurricane #NaturalDisaster,0,0,1,"['#HurricaneSeason', '#hurricane', '#NaturalDisaster']",['@NOAA'],tweet_id:1796590020398027205,@raiznerslania,0.075,False,False,1
FEAR OF GOD IS WISDOM,2024-05-31 16:05:39+00:00,More than 2000 people were buried alive in New Papua Guinea after huge landslide engulfed 6 Villages #Landslide #NaturalDisaster #NewPapuaGuinea #Catastrophe,0,1,0,"['#Landslide', '#NaturalDisaster', '#NewPapuaGuinea', '#Catastrophe']",[],tweet_id:1796573767315185837,@fear_wisdom,0.2840909090909091,False,False,1
World View,2024-05-31 16:00:02+00:00,Terrifying storm hits China! The wind blows away everything on the road in Beijing#China #Chaozhou #Tornado #hail #storms #Flood #Flooding #Flashflood #Rain #Weather #Viral #Climate #naturaldisaster #severeweather #worldview,0,1,1,"['#China', '#Chaozhou', '#Tornado', '#hail', '#storms', '#Flood', '#Flooding', '#Flashflood', '#Rain', '#Weather', '#Viral', '#Climate', '#naturaldisaster', '#severeweather', '#worldview']",[],tweet_id:1796572353545322537,@WorldView188,-1.0,False,False,2
Urban Update,2024-05-31 15:30:00+00:00,"Heatwave: Rajasthan HC urges Centre to declare National Emergency
Read more about it: https://urbanupdate.in/heatwave-rajasthan-hc-urges-centre-to-declare-national-emergency/…#HighCourt #heatwavealert #naturaldisaster #UrbanUpdate #NationalEmergency",0,0,0,"['#HighCourt', '#heatwavealert', '#naturaldisaster', '#UrbanUpdate', '#NationalEmergency']",[],tweet_id:1796564797519212681,@urbanupdatemgzn,0.5,False,False,0
Big Ideas for Small Business®,2024-05-31 15:26:09+00:00,Disaster preparedness is worth reviewing because so many small business owners simply don’t prepare - read more in Preparing for Disaster: Do It Now -  https://bit.ly/450YGmL #disasterpreparedness #naturaldisaster #smallbusiness #beprepared,0,0,2,"['#disasterpreparedness', '#naturaldisaster', '#smallbusiness', '#beprepared']",[],tweet_id:1796563826055290925,@BigIdeas4SB,0.21000000000000002,False,False,2
