Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Nri Tamil,@Nritamil,2024-05-29T15:15:08.000Z,False,"பப்புவா நியூ கினி நிலச்சரிவு : உயிரோடு மண்ணுக்குள் 2,000 பேர் !#papuanewguinea #landslide #naturaldisaster #rescue #enviroinment #mountain #burried #massivelandslide #soilerosion #island #nritamil #trendingnews #LatestNewsUpdates #tamilnews #BreakingNews‌ #Viralvideo #news",0,0,0,54,"['#papuanewguinea', '#landslide', '#naturaldisaster', '#rescue', '#enviroinment', '#mountain', '#burried', '#massivelandslide', '#soilerosion', '#island', '#nritamil', '#trendingnews', '#LatestNewsUpdates', '#tamilnews', '#BreakingNews\u200c', '#Viralvideo', '#news']",[],[],https://pbs.twimg.com/profile_images/1154130799274471424/wn3UYtB6_normal.jpg,https://x.com/Nritamil/status/1795836277755097347,tweet_id:1795836277755097347
Quinton G,@QuintonGodsell,2024-05-29T14:55:26.000Z,False,Volcanic eruption in Iceland forces thousands to evacuate #NaturalDisaster,0,0,0,43,['#NaturalDisaster'],[],[],https://pbs.twimg.com/profile_images/1630853334096551936/h1f1eSYL_normal.jpg,https://x.com/QuintonGodsell/status/1795831319324397894,tweet_id:1795831319324397894
First India,@thefirstindia,2024-05-29T14:02:14.000Z,False,"Himachal Pradesh: Forest fire breaks out in Shimla. 

Almost 1033 cases of forest fires have taken place so far in the state in the fire season which generally spans from 15 April to 30 June.#HimachalPradesh #ForestFire #Shimla #FireSeason #WildfireAlert #NaturalDisaster",0,0,1,88,"['#HimachalPradesh', '#ForestFire', '#Shimla', '#FireSeason', '#WildfireAlert', '#NaturalDisaster']",[],[],https://pbs.twimg.com/profile_images/1691751963065520129/RIRxfdg8_normal.jpg,https://x.com/thefirstindia/status/1795817930737025153,tweet_id:1795817930737025153
Arbiterz NG,@ArbiterzNigeria,2024-05-29T10:22:31.000Z,False,"that more than 2,000 people might have been buried alive during the disaster on Friday.#papuanewguinea #naturaldisaster #landslide #RescueOperation",0,0,0,60,"['#papuanewguinea', '#naturaldisaster', '#landslide', '#RescueOperation']",[],[],https://pbs.twimg.com/profile_images/1172079598097620992/6dibESgG_normal.png,https://x.com/ArbiterzNigeria/status/1795762641194901568,tweet_id:1795762641194901568
LBCI TV,@LBCILebanon,2024-05-29T09:56:26.000Z,True,كوارث طبيعية تضرب مناطق عدة حول العالم#Disaster #naturaldisaster #PapuaGuinea #India #Kentucky #USA #UnitedStates #Bangladesh #Pakistan #Texas #indonesia#LBCI #LBCILebanon #LBCIVideos,0,0,2,798,"['#Disaster', '#naturaldisaster', '#PapuaGuinea', '#India', '#Kentucky', '#USA', '#UnitedStates', '#Bangladesh', '#Pakistan', '#Texas', '#indonesia', '#LBCI', '#LBCILebanon', '#LBCIVideos']",[],[],https://pbs.twimg.com/profile_images/1720024637373833216/Qr_83x5B_normal.jpg,https://x.com/LBCILebanon/status/1795756073489490390,tweet_id:1795756073489490390
Mid Day,@mid_day,2024-05-29T09:30:00.000Z,True,"#MiddayNews  |

Fears rise of 2nd landslide, disease outbreak in Papua New Guinea#papuanewguinea #naturaldisaster #landslide #news #worldnews",0,0,0,275,"['#MiddayNews', '#papuanewguinea', '#naturaldisaster', '#landslide', '#news', '#worldnews']",[],[],https://pbs.twimg.com/profile_images/803546826456502272/_y6eQCZD_normal.jpg,https://x.com/mid_day/status/1795749424280351010,tweet_id:1795749424280351010
Punjab Kesari,@punjabkesari,2024-05-29T09:02:07.000Z,True,"Remal Cyclone: Mizoram में भारी बारिश-लैंडस्लाइड में 27 की मौत, IMD ने जारी किया Alert ! | Disaster#CycloneRemal #Mizoram #Assam #NaturalDisaster #PMModi #Landslide #PunjabKesariTV",0,2,1,211,"['#CycloneRemal', '#Mizoram', '#Assam', '#NaturalDisaster', '#PMModi', '#Landslide', '#PunjabKesariTV']",[],[],https://pbs.twimg.com/profile_images/1189391143504449536/uEAIUk5C_normal.png,https://x.com/punjabkesari/status/1795742405616128236,tweet_id:1795742405616128236
Indo-Pacific Defense FORUM,@IPDefenseForum,2024-05-29T08:34:21.000Z,True,#PapuaNewGuinea #Landslide #NaturalDisaster #PNG #Australia #Cooperation #Aid #Support #Assistance,0,0,0,168,"['#PapuaNewGuinea', '#Landslide', '#NaturalDisaster', '#PNG', '#Australia', '#Cooperation', '#Aid', '#Support', '#Assistance']",[],[],https://pbs.twimg.com/profile_images/1569453215426428930/pIs0Sz0T_normal.jpg,https://x.com/IPDefenseForum/status/1795735419080020080,tweet_id:1795735419080020080
The Informer,@TheInformerEng,2024-05-29T08:16:53.000Z,True,"""Drone footage captures the extensive devastation caused by a landslide in Papua New Guinea. The scale of the destruction is truly staggering. #PapuaNewGuinea #Landslide #NaturalDisaster #DroneFootage #NBCNews"" #CurrentUpdates #BreakingNews #WorldNe… More:",0,0,0,20,"['#PapuaNewGuinea', '#Landslide', '#NaturalDisaster', '#DroneFootage', '#NBCNews', '#CurrentUpdates', '#BreakingNews', '#WorldNe']",[],[],https://pbs.twimg.com/profile_images/1798598176863031296/madQeOLc_normal.jpg,https://x.com/TheInformerEng/status/1795731023000408263,tweet_id:1795731023000408263
UB 24x7,@UB2472,2024-05-29T08:05:13.000Z,False,"Dangerous landslide in Mizoram Cemetery, havoc situation due to heavy rainfall.#mizoram #cemetry #naturaldisaster #cyclonremal #damaged #assamnews",0,0,0,43,"['#mizoram', '#cemetry', '#naturaldisaster', '#cyclonremal', '#damaged', '#assamnews']",[],[],https://pbs.twimg.com/profile_images/1419560216698318851/4L50UcKJ_normal.jpg,https://x.com/UB2472/status/1795728088439181539,tweet_id:1795728088439181539
Mid Day,@mid_day,2024-05-29T08:00:00.000Z,True,"#MiddayNews  |

17 dead, dozens missing in cyclone Remal’s fury in Mizoram#mizoram #death #cycloneremal #naturaldisaster",0,1,0,255,"['#MiddayNews', '#mizoram', '#death', '#cycloneremal', '#naturaldisaster']",[],[],https://pbs.twimg.com/profile_images/803546826456502272/_y6eQCZD_normal.jpg,https://x.com/mid_day/status/1795726772555944242,tweet_id:1795726772555944242
News18,@CNNnews18,2024-05-29T07:50:57.000Z,True,"Uprooted trees, roofs blown off, vehicles stranded, many areas inundated in #Manipur as #CycloneRemal wreaks havoc in the northeastern state #Cyclones #CyclonicStorm #Floods #HeavyRains #NaturalDisaster #Manipur #Northeast",0,1,2,1.2K,"['#Manipur', '#CycloneRemal', '#Cyclones', '#CyclonicStorm', '#Floods', '#HeavyRains', '#NaturalDisaster', '#Manipur', '#Northeast']",[],[],https://pbs.twimg.com/profile_images/1559788694709473280/j1s3zm5m_normal.jpg,https://x.com/CNNnews18/status/1795724496076439636,tweet_id:1795724496076439636
Zaara,@Z_a_a_r_a_,2024-05-29T07:19:36.000Z,True,प्रधानमंत्री नरेंद्र मोदी ने पापुआ न्यू गिनी में हुए भूकंप के बाद वहां के लोगों के दुख को गहराई से महसूस किया है। उन्होंने भारत की ओर से अपनी सहानुभूति और साझी जिम्मेदारी जताई है।  #NaturalDisaster#HumanitarianCrisis#PrayForPNG ,0,0,0,10,"['#NaturalDisaster', '#HumanitarianCrisis', '#PrayForPNG']",['@htTweets'],[],https://pbs.twimg.com/profile_images/1767812320766427136/qfOoRtjR_normal.jpg,https://x.com/Z_a_a_r_a_/status/1795716604946436166,tweet_id:1795716604946436166
UB 24x7,@UB2472,2024-05-29T07:05:03.000Z,False,"After 'Remal', nature disaster in Manipur. Imphal floods have devastated Maibakhul village. So far, 46 women, 40 men and two babies have been rescued.#imphal #cycloneremal #manipur #naturaldisaster #heavyrain #assamnews",0,0,0,83,"['#imphal', '#cycloneremal', '#manipur', '#naturaldisaster', '#heavyrain', '#assamnews']",[],[],https://pbs.twimg.com/profile_images/1419560216698318851/4L50UcKJ_normal.jpg,https://x.com/UB2472/status/1795712946909450711,tweet_id:1795712946909450711
Asia News Network,@asianewsnetwork,2024-05-29T06:32:23.000Z,False,"Heavy rainfall began on May 27 due to Cyclone Remal and it intensified on May 28, causing landslides in many areas across the state. #ClimateWatch #NaturalDisaster #India #TheStatesmanhttps://asianews.network/cyclone-remal-14-dead-in-mizoram-stone-quarry-collapse-12-students-hurt-in-assam/…",0,0,0,80,"['#ClimateWatch', '#NaturalDisaster', '#India', '#TheStatesman']",[],[],https://pbs.twimg.com/profile_images/1481823759237795840/RWm3CWcq_normal.jpg,https://x.com/asianewsnetwork/status/1795704726236823948,tweet_id:1795704726236823948
jomirife,@jomirife,2024-05-29T06:21:17.000Z,False,The Mondego River burst its banks due to heavy rains and flooded all the fields and access roads to the localities https://youtube.com/watch?v=KkH9GfT5-Kk… . #dashcam #coimbra #mondegoriver #floods #flood #badweather #river #disaster #naturaldisaster,0,0,0,37,"['#dashcam', '#coimbra', '#mondegoriver', '#floods', '#flood', '#badweather', '#river', '#disaster', '#naturaldisaster']",[],[],https://pbs.twimg.com/profile_images/1650769123754868741/vbbb4hvV_normal.jpg,https://x.com/jomirife/status/1795701932394418193,tweet_id:1795701932394418193
UB 24x7,@UB2472,2024-05-29T06:19:34.000Z,False,"Natural disaster in Mizoram. At least 27 people have been killed in the landslide, many are missing. ""Cyclone Relam"" triggers heavy rainfall.#mizoram #cyclonrelam #naturaldisaster #assamnews",0,0,0,48,"['#mizoram', '#cyclonrelam', '#naturaldisaster', '#assamnews']",[],[],https://pbs.twimg.com/profile_images/1419560216698318851/4L50UcKJ_normal.jpg,https://x.com/UB2472/status/1795701497835241891,tweet_id:1795701497835241891
Prime Media Goa - TV Channel,@PrimeTVGoa,2024-05-29T04:57:11.000Z,False,FLASH FLOODS HIT HAFLONG-SILCHAR#FlashFlood #HaflongSilcharRoad #DimaHasao #CycloneRemal #RedAlert #EmergencyResponse #NaturalDisaster #FloodDamage #SafetyFirst #StayInformed,0,0,0,219,"['#FlashFlood', '#HaflongSilcharRoad', '#DimaHasao', '#CycloneRemal', '#RedAlert', '#EmergencyResponse', '#NaturalDisaster', '#FloodDamage', '#SafetyFirst', '#StayInformed']",[],[],https://pbs.twimg.com/profile_images/1476796064388714499/PNan9zny_normal.jpg,https://x.com/PrimeTVGoa/status/1795680764513906842,tweet_id:1795680764513906842
ᗰᖇ&ᗰᖇ TEᑕᕼY,@mrandmrstechy,2024-05-29T04:02:50.000Z,False,Mizoram Hit  Hard By Cyclone Remal: Death Toll Rises To 27#RemalCyclone #CycloneUpdate #WeatherAlert #CycloneNews #StormWatch #SevereWeather #StaySafe #ClimateEvent #DisasterPreparedness #NaturalDisaster,0,1,1,45,"['#RemalCyclone', '#CycloneUpdate', '#WeatherAlert', '#CycloneNews', '#StormWatch', '#SevereWeather', '#StaySafe', '#ClimateEvent', '#DisasterPreparedness', '#NaturalDisaster']",[],[],https://pbs.twimg.com/profile_images/1779650150283014144/IN5dkE79_normal.jpg,https://x.com/mrandmrstechy/status/1795667090063479009,tweet_id:1795667090063479009
dlzhang,@nesecond,2024-05-29T03:04:52.000Z,False,  #lightning #lightningkills #lightningstrike #naturaldisaster #spreadtheword #savelives,0,0,1,177,"['#lightning', '#lightningkills', '#lightningstrike', '#naturaldisaster', '#spreadtheword', '#savelives']","['@LtgSafeCouncil', '@AMSAtmoElect']",[],https://pbs.twimg.com/profile_images/976988161732632576/v98MeQJY_normal.jpg,https://x.com/nesecond/status/1795652499661291644,tweet_id:1795652499661291644
My.Kolkata,@TT_My_Kolkata,2024-05-29T02:30:00.000Z,False,"Vignettes of the City of Joy recovering and getting back on its feet after #CycloneRemal unleashed destruction.  

See more here: https://telegraphindia.com/my-kolkata/news/in-pictures-kolkata-makes-an-effort-to-recover-from-signs-of-remal-fury-photogallery/cid/2023064?utmsource=twitter&utmmedium=social&utmcampaign=mkdaily_tw…  #Remal #SevereCylone #CyclonicCirculation #Sunderbans #WestBengal #IMD #KMC #NaturalDisaster #Kolkata",0,0,0,152,"['#CycloneRemal', '#Remal', '#SevereCylone', '#CyclonicCirculation', '#Sunderbans', '#WestBengal', '#IMD', '#KMC', '#NaturalDisaster', '#Kolkata']",[],[],https://pbs.twimg.com/profile_images/1427171017491763201/mlGZ20l0_normal.jpg,https://x.com/TT_My_Kolkata/status/1795643726859051443,tweet_id:1795643726859051443
The Power of Truth,@yogendra767,2024-05-29T01:06:18.000Z,False,#Landslide in #PapuaNewGuinea burying hundreds of people!#NaturalDisaster,1,1,0,27,"['#Landslide', '#PapuaNewGuinea', '#NaturalDisaster']",[],[],https://pbs.twimg.com/profile_images/1312103670800998400/Kc91eYrd_normal.jpg,https://x.com/yogendra767/status/1795622662208942563,tweet_id:1795622662208942563
World View,@WorldView188,2024-05-28T23:00:00.000Z,False,"More footage of the flooding and mudslides caused by Cyclone Remal in Senapati, Manipur#Tornado #hail #storms #Flood #Flooding #Flashflood #Rain #Weather #Viral #Climate #naturaldisaster #severeweather #worldview",0,0,1,230,"['#Tornado', '#hail', '#storms', '#Flood', '#Flooding', '#Flashflood', '#Rain', '#Weather', '#Viral', '#Climate', '#naturaldisaster', '#severeweather', '#worldview']",[],[],https://pbs.twimg.com/profile_images/1765183497885679616/TkjdPhwP_normal.jpg,https://x.com/WorldView188/status/1795590877664223338,tweet_id:1795590877664223338
GeezerWench,@BansbachRickie,2024-05-28T21:26:58.000Z,False,"Texans after a disaster.#socialism #texas #RepublicanHypocrites #naturaldisaster 

When are y'all receding?",0,0,0,13,"['#socialism', '#texas', '#RepublicanHypocrites', '#naturaldisaster']",[],[],https://pbs.twimg.com/profile_images/1776819578967875584/T_azznUq_normal.jpg,https://x.com/BansbachRickie/status/1795567464685940879,tweet_id:1795567464685940879
Sebastian Jitea,@JiteaSebastian,2024-05-28T21:20:19.000Z,False,The Impact of Human Activity on Hurricanes: Unveiling the Truth#HumanActivityImpact #HurricaneTruth #GlobalEvents #IndividualHealth #EnvironmentalAwareness #ClimateChange #NaturalDisaster #WorldEvents #DestructiveForce #HumanImpact,0,0,0,2,"['#HumanActivityImpact', '#HurricaneTruth', '#GlobalEvents', '#IndividualHealth', '#EnvironmentalAwareness', '#ClimateChange', '#NaturalDisaster', '#WorldEvents', '#DestructiveForce', '#HumanImpact']",[],[],https://pbs.twimg.com/profile_images/1783540607228456961/g2cgfhb__normal.jpg,https://x.com/JiteaSebastian/status/1795565794132218282,tweet_id:1795565794132218282
Al-Mukhbir,@al_mukhbir,2024-05-28T20:30:00.000Z,False,Millions of people have lost electricity in India and Bangladesh after Cyclone Remal struck and caused widespread damage. Around two dozen people have been reported killed.#CycloneRemal #India #Bangladesh #NaturalDisaster #Egypt #Nuclear #Australia #Epstein #BreakingNews,0,0,0,201,"['#CycloneRemal', '#India', '#Bangladesh', '#NaturalDisaster', '#Egypt', '#Nuclear', '#Australia', '#Epstein', '#BreakingNews']",[],[],https://pbs.twimg.com/profile_images/1682180756724916224/1u-KL0YQ_normal.jpg,https://x.com/al_mukhbir/status/1795553130068975838,tweet_id:1795553130068975838
Raizner Slania LLP,@raiznerslania,2024-05-28T20:25:13.000Z,False,Surprising dangers caused by #hurricanes: http://atty.es/aFRn50RPxZA #HurricaneSeason #NaturalDisaster,0,0,1,24,"['#hurricanes', '#HurricaneSeason', '#NaturalDisaster']",[],[],https://pbs.twimg.com/profile_images/1519743447632076800/kAHBl7r1_normal.jpg,https://x.com/raiznerslania/status/1795551925951168993,tweet_id:1795551925951168993
Lily | #RecognizeArtsakh,@Lily__Ray,2024-05-28T18:10:05.000Z,True,Horrible. I hope the international community will send humanitarian aid since so many people lost their homes. #naturaldisaster ,1,1,7,364,['#naturaldisaster'],['@USAID'],[],https://pbs.twimg.com/profile_images/1695287657020919808/ET9SLoxJ_normal.jpg,https://x.com/Lily__Ray/status/1795517918589129162,tweet_id:1795517918589129162
Astronitro,@AstroNitroNews,2024-05-28T18:03:11.000Z,False," Latest News! More Than 2,000 Believed Dead in Papua New Guinea Landslide

Your thoughts matter! Share your opinions! #TLDR #PapuaNewGuinea #Enga #Yambali #Landslide #NaturalDisaster",0,0,0,63,"['#TLDR', '#PapuaNewGuinea', '#Enga', '#Yambali', '#Landslide', '#NaturalDisaster']",[],"['\\U0001f680', '\\U0001f680', '\\U0001f4ac']",https://pbs.twimg.com/profile_images/1575551682947284993/ZMW6_O2w_normal.jpg,https://x.com/AstroNitroNews/status/1795516183120351340,tweet_id:1795516183120351340
Christopher Mills,@ChrisMills317,2024-05-28T17:21:04.000Z,True,"Moments like these serve as a reminder of the importance of speedy #EmergencyRestoration times. In the event of a #NaturalDisaster, the last thing you want is to be left without #power for days.",0,0,1,6,"['#EmergencyRestoration', '#NaturalDisaster', '#power']",[],[],https://pbs.twimg.com/profile_images/1580637002894114818/yytQxQVB_normal.jpg,https://x.com/ChrisMills317/status/1795505584982073631,tweet_id:1795505584982073631
Wise Network,@WiseNetworkyt,2024-05-28T17:15:28.000Z,False,Puerto Rico's Darkest Hour: The Trail of Destruction Left by Hurricane M... https://youtu.be/R01FTif7Yes?si=1qgHuzZGLFpk2wmt… via  #naturaldisaster #disaster #flood #storm #hurricane #informational #educational #youtube #,0,0,0,5,"['#naturaldisaster', '#disaster', '#flood', '#storm', '#hurricane', '#informational', '#educational', '#youtube']",['@YouTube'],[],https://pbs.twimg.com/profile_images/1762958823910748160/KEvCoTAz_normal.jpg,https://x.com/WiseNetworkyt/status/1795504172659278176,tweet_id:1795504172659278176
The Daily Star,@dailystarnews,2024-05-28T16:46:42.000Z,True,"কেন সাম্প্রতিক ঘূর্ণিঝড়গুলো দীর্ঘ সময় স্থায়ী হচ্ছে?

কেন সাম্প্রতিক সময়ে বঙ্গোপসাগরের ঘূর্ণিঝড়ের ধরণ পাল্টে গেল? এ বিষয়ে কথা বলবো স্টার এক্সপ্লেইনস।#cyclone #bangladesh #naturaldisaster",1,1,21,1.2K,"['#cyclone', '#bangladesh', '#naturaldisaster']",[],[],https://pbs.twimg.com/profile_images/1560135235773181952/-o1jRMm1_normal.jpg,https://x.com/dailystarnews/status/1795496935887151258,tweet_id:1795496935887151258
Voice Off Pakistan,@VoiceOffPak,2024-05-28T16:21:34.000Z,False,"Torrential rains in the wake of a powerful cyclone caused the collapse of a quarry in India’s Mizoram state killing 12 people, government officials said on Tuesday.
Read More: https:/voiceoffpakistan.com/#VOP #voiceoffpakistan #NaturalDisaster #RainDevastation #IndiaFloods",0,0,0,25,"['#VOP', '#voiceoffpakistan', '#NaturalDisaster', '#RainDevastation', '#IndiaFloods']",[],[],https://pbs.twimg.com/profile_images/1787584966617911296/xfVFyORy_normal.jpg,https://x.com/VoiceOffPak/status/1795490609152876733,tweet_id:1795490609152876733
World View,@WorldView188,2024-05-28T16:16:26.000Z,False,Floods hit Manipur after cyclone Remal passed through #India #Tornado #hail #storms #Flood #Flooding #Flashflood #Rain #Weather #Viral #Climate #naturaldisaster #severeweather #worldview,0,0,0,172,"['#India', '#Tornado', '#hail', '#storms', '#Flood', '#Flooding', '#Flashflood', '#Rain', '#Weather', '#Viral', '#Climate', '#naturaldisaster', '#severeweather', '#worldview']",[],[],https://pbs.twimg.com/profile_images/1765183497885679616/TkjdPhwP_normal.jpg,https://x.com/WorldView188/status/1795489315935645788,tweet_id:1795489315935645788
shorts91,@shorts_91,2024-05-28T15:31:39.000Z,False,"Tragic aftermath of Cyclone Remal: Death toll climbs to 34 as heavy rain and landslides wreak havoc across India. Northeastern states bear the brunt of nature's fury. 

Read more on https://shorts91.com/category/climate-environment… #CycloneRemal #NaturalDisaster #NorthEastIndia #RemalAftermath #Cyclone",0,0,0,63,"['#CycloneRemal', '#NaturalDisaster', '#NorthEastIndia', '#RemalAftermath', '#Cyclone']",[],[],https://pbs.twimg.com/profile_images/1695773193556885504/gaqNtnPx_normal.jpg,https://x.com/shorts_91/status/1795478046583243135,tweet_id:1795478046583243135
Asia News Network,@asianewsnetwork,2024-05-28T15:03:44.000Z,False,#NaturalDisaster #Bangladesh #India #TheStraitsTimes,0,0,0,46,"['#NaturalDisaster', '#Bangladesh', '#India', '#TheStraitsTimes']",[],[],https://pbs.twimg.com/profile_images/1481823759237795840/RWm3CWcq_normal.jpg,https://x.com/asianewsnetwork/status/1795471020989489224,tweet_id:1795471020989489224
Chad Mullen,@lanesinsurance,2024-05-28T14:37:04.000Z,False,"A wall of flames met David Matear when he finally stepped outside of the downtown Fort McMurray hospital, after the final patient was hurried out of the building and into a waiting bus.#wildfire #naturaldisaster #insurancenews #insuranceclaim https://canadianunderwriter.ca/climate-change/governments-must-disaster-proof-canadas-hospitals-against-climate-change-experts-1004246705/…",0,0,0,19,"['#wildfire', '#naturaldisaster', '#insurancenews', '#insuranceclaim']",[],[],https://pbs.twimg.com/profile_images/1531896820/twitteravatar_normal.jpg,https://x.com/lanesinsurance/status/1795464309461647670,tweet_id:1795464309461647670
Daily News - Trending | Breaking | Technology,@mirror7news,2024-05-28T14:20:59.000Z,False,"Tornado Strikes Rigaud, Quebec: A Tale of Destruction and Resiliencehttps://youtu.be/ZNyzLGB2Kwk#TornadoQuebec #RigaudTornado #QuebecStrong #NaturalDisaster #Resilience #TornadoDamage #QuebecCommunity #RebuildTogether #TornadoRecovery #StayStrongQuebec #hotnews #news #breaking",0,0,0,176,"['#TornadoQuebec', '#RigaudTornado', '#QuebecStrong', '#NaturalDisaster', '#Resilience', '#TornadoDamage', '#QuebecCommunity', '#RebuildTogether', '#TornadoRecovery', '#StayStrongQuebec', '#hotnews', '#news', '#breaking']",[],[],https://pbs.twimg.com/profile_images/1634420456416751617/EYfoXUvT_normal.jpg,https://x.com/mirror7news/status/1795460264659439778,tweet_id:1795460264659439778
The Daily Intake,@dailyintake2023,2024-05-28T14:00:00.000Z,False,"Severe storms wreak havoc, leaving over 750,000 without power across Texas and neighboring states. #TexasStorms #PowerOutages #EmergencyResponse #Texas #Kentucky  #NaturalDisaster #USA #TheDailyIntake https://thedailyintake.online/2024/05/28/severe-storms-leave-over-750000-without-power-across-texas-and-other-states/…",0,0,0,73,"['#TexasStorms', '#PowerOutages', '#EmergencyResponse', '#Texas', '#Kentucky', '#NaturalDisaster', '#USA', '#TheDailyIntake']",[],['\\U0001f329\\ufe0f'],https://pbs.twimg.com/profile_images/1684527922470592513/_H2WCRNp_normal.jpg,https://x.com/dailyintake2023/status/1795454981585400005,tweet_id:1795454981585400005
Raizner Slania LLP,@raiznerslania,2024-05-28T13:50:14.000Z,False,How the emotional toll of going through a #NaturalDisaster impacts survivors: http://atty.es/EpzC50RPxxi #MentalHealth #ExtremeWeather,0,0,1,11,"['#NaturalDisaster', '#MentalHealth', '#ExtremeWeather']",[],[],https://pbs.twimg.com/profile_images/1519743447632076800/kAHBl7r1_normal.jpg,https://x.com/raiznerslania/status/1795452526168326229,tweet_id:1795452526168326229
Apunba Khunai,@ApunbaKhunai,2024-05-28T13:04:00.000Z,False,"Flash Flood in Manipur 
Fire Department and Volunteers rescuing effected villagers from Keikol, Imphal East        #KukiTerrorists #KukiWarCrimes #Manipur #NaturalDisaster #deforestation",7,24,35,853,"['#KukiTerrorists', '#KukiWarCrimes', '#Manipur', '#NaturalDisaster', '#deforestation']","['@ANI', '@BBCWorld', '@ndtv', '@cnni', '@narendramodi', '@AmitShah', '@PMOIndia', '@HMOIndia']",[],https://pbs.twimg.com/profile_images/1692510500465135616/zl7B_krU_normal.jpg,https://x.com/ApunbaKhunai/status/1795440890733048105,tweet_id:1795440890733048105
The Mask,@Mask_TheUnknown,2024-05-28T13:00:01.000Z,False,Great Oxygenation Event|| #TheMask ||#shorts #dailyfacts #oxygen #oxygenation #world #universeLink : https://youtube.com/shorts/RxTj39CNJpE…#maskedtamilan #science #extinction #extinctanimal #history #greatoxygenationevent #oxygenationevent #universefacts #history #nature #naturaldisaster,0,0,1,17,"['#TheMask', '#shorts', '#dailyfacts', '#oxygen', '#oxygenation', '#world', '#universe', '#maskedtamilan', '#science', '#extinction', '#extinctanimal', '#history', '#greatoxygenationevent', '#oxygenationevent', '#universefacts', '#history', '#nature', '#naturaldisaster']",[],['\\U0001fae7'],https://pbs.twimg.com/profile_images/1576391263502610432/fku9TVjg_normal.jpg,https://x.com/Mask_TheUnknown/status/1795439885807169601,tweet_id:1795439885807169601
Daily News - Trending | Breaking | Technology,@mirror7news,2024-05-28T12:56:26.000Z,False,"Tornado Touches Down in Rigaud, Quebec: A Devastating Natural Phenomenonhttps://youtu.be/LFsyhRhKhNE#Tornado #QuebecTornado #NaturalDisaster #Devastation #RigaudTornado #QuebecWeather #StormDamage #TornadoAlert #EmergencyResponse #WeatherWarning #hotnews #news #breaking #Envir",1,2,1,231,"['#Tornado', '#QuebecTornado', '#NaturalDisaster', '#Devastation', '#RigaudTornado', '#QuebecWeather', '#StormDamage', '#TornadoAlert', '#EmergencyResponse', '#WeatherWarning', '#hotnews', '#news', '#breaking', '#Envir']",[],[],https://pbs.twimg.com/profile_images/1634420456416751617/EYfoXUvT_normal.jpg,https://x.com/mirror7news/status/1795438985248178554,tweet_id:1795438985248178554
Adhara Hassan,@AdharaHassan,2024-05-28T12:46:00.000Z,False,"Cyclone Sands has been devastating in Bangladesh and India, resulting in the destruction of property and claiming at least 13 lives, in addition to leaving millions without power. . #CycloneSands #Bangladesh #India #NaturalDisaster #ClimateChange #ClimateCrisis",0,0,0,20,"['#CycloneSands', '#Bangladesh', '#India', '#NaturalDisaster', '#ClimateChange', '#ClimateCrisis']",[],[],https://pbs.twimg.com/profile_images/1775852344040902656/rpMMLwEx_normal.jpg,https://x.com/AdharaHassan/status/1795436359123116219,tweet_id:1795436359123116219
Pratidin Time,@pratidintime,2024-05-28T12:38:28.000Z,False,"#ASSAM | Torrential Rains Cripple Assam's Dima Hasao, Disrupts Normalcy #DimaHasao #TorrentialRainfall #Floods #NaturalDisasterhttps://pratidintime.com/latest-assam-news-breaking-news-assam/dima-hasao/torrential-rains-cripple-assams-dima-hasao-disrupts-normalcy…  ",0,0,0,241,"['#ASSAM', '#DimaHasao', '#TorrentialRainfall', '#Floods', '#NaturalDisaster']","['@CMOfficeAssam', '@JogenMohanAssam']",[],https://pbs.twimg.com/profile_images/1573975358008832000/P6TmaHaQ_normal.jpg,https://x.com/pratidintime/status/1795434465378128154,tweet_id:1795434465378128154
FlyFairTravels,@flyfair_travels,2024-05-28T11:57:07.000Z,False,"What's happening around the world?

Cyclones batter Kolkata with severe damage, heavy rain, and strong winds, prompting residents to stay indoors for safety.#travel #TravelNews #cyclone #news #kolkata #RemalCyclone #naturaldisaster #staysafe #india",0,1,0,60,"['#travel', '#TravelNews', '#cyclone', '#news', '#kolkata', '#RemalCyclone', '#naturaldisaster', '#staysafe', '#india']",[],[],https://pbs.twimg.com/profile_images/1653132087027724288/onTtf5vl_normal.jpg,https://x.com/flyfair_travels/status/1795424059133505576,tweet_id:1795424059133505576
EmoryMSACD,@EmoryMSACD,2024-05-28T11:24:17.000Z,False,#msacd #fasd #prevention #motherhood #childdevelopment #emory #prenatal #prentalexposure #may #mtb #mothertobaby #pregnant #emergencyprep #naturaldisaster #hurricane #fire #tornado #earthquake,0,0,0,216,"['#msacd', '#fasd', '#prevention', '#motherhood', '#childdevelopment', '#emory', '#prenatal', '#prentalexposure', '#may', '#mtb', '#mothertobaby', '#pregnant', '#emergencyprep', '#naturaldisaster', '#hurricane', '#fire', '#tornado', '#earthquake']",[],[],https://pbs.twimg.com/profile_images/1497004372538048516/jwtIw5Zr_normal.jpg,https://x.com/EmoryMSACD/status/1795415794832044123,tweet_id:1795415794832044123
